organization_id,org_name,state,county,counties,place,platform,platform_org_id,likely_school_district,include_in_rollout,notes
,Mission Consolidated Independent School District,TX,Hidalgo County,,,boardbook,741,True,True,
,Mississippi Department of Education,MS,Hinds County,,,boardbook,979,False,False,
,Mississippi State Port Authority,MS,Harrison County,,,boardbook,1272,False,False,
,Mitchell School District,,,,,boardbook,2678,True,True,Multiple real same-name districts exist in different states; BoardBook page has no distinguishing address - left blank rather than guessed
,Mokena School District 159,IL,Will County,,,boardbook,1269,True,True,
,Molalla River School District,OR,Clackamas County,,,boardbook,1539,True,True,
,Moline-Coal Valley School District No. 40,IL,Rock Island County,,,boardbook,1787,True,True,
,Monahans-Wickett-Pyote ISD,TX,Ward County,,,boardbook,1958,True,True,
,Monroe Public Schools,MI,Monroe County,,,boardbook,1641,True,True,
,Montabella Community Schools,MI,Montcalm County,,,boardbook,1643,True,True,
,Montcalm Area Intermediate School District,MI,Montcalm County,,,boardbook,1313,True,True,
,Monte Alto ISD,TX,Hidalgo County,,,boardbook,784,True,True,
,Montevideo Public Schools,MN,Chippewa County,,,boardbook,2489,True,True,
,Montgomery ISD,TX,Montgomery County,,,boardbook,2239,True,True,
,Moody Independent School District,TX,McLennan County,,,boardbook,2220,True,True,
,MOREgroup,IL,Cook County,,,boardbook,2782,False,False,
,Morgan County School District,,,,,boardbook,4066,True,True,Multiple real same-name districts exist in different states; BoardBook page has no distinguishing address - left blank rather than guessed
,Morris Area Public Schools,MN,Stevens County,,,boardbook,1596,True,True,
,Morris County USD 417,KS,,,,boardbook,2990,True,True,"live but NOT in the public BoardBook directory (probe sweep 2026-07-20, matched against the validated research list)"
,Morris Elementary School District #54,IL,Grundy County,,,boardbook,1322,True,True,
,Morrow County School District,OR,Morrow County,,,boardbook,1536,True,True,
,Motley County ISD,TX,Motley County,,,boardbook,1887,True,True,
,Moulton ISD,TX,Lavaca County,,,boardbook,1960,True,True,
,Mount Clemens Community Schools,MI,Macomb County,,,boardbook,1631,True,True,
,Mount Pleasant Independent School District,TX,Titus County,,,boardbook,768,True,True,
,Mount Pulaski CUSD #23,IL,Logan County,,,boardbook,2414,False,False,
,"Mount Vernon City Schools, District 80",IL,Jefferson County,,,boardbook,1806,True,True,
,Mountain Institute CTED,AZ,Yavapai County,,,boardbook,4019,False,False,
,Mt. Pleasant Public Schools,MI,Isabella County,,,boardbook,2679,True,True,
,Mt. Vernon Independent School District,TX,Franklin County,,,boardbook,1766,True,True,
,Mt. Vernon Township High School,IL,Jefferson County,,,boardbook,1199,True,True,
,Muenster ISD,TX,Cooke County,,,boardbook,1781,True,True,
,Muleshoe Independent School District,TX,Bailey County,,,boardbook,1765,True,True,
,Mullin ISD,TX,Mills County,,,boardbook,1151,True,True,
,Multnomah Education Service District,OR,Multnomah County,,,boardbook,1538,False,False,
,Munday CISD,TX,Knox County,,,boardbook,1021,True,True,
,Mundelein Elementary School District,IL,Lake County,,,boardbook,3913,True,True,
,Mundelein High School,IL,Lake County,,,boardbook,3912,True,True,
,Murchison ISD,TX,Henderson County,,,boardbook,2231,True,True,
,Muskegon Area ISD,MI,Muskegon County,,,boardbook,1637,True,True,
,Nacogdoches ISD,TX,Nacogdoches County,,,boardbook,786,True,True,
,Napoleon Community Schools,MI,Jackson County,,,boardbook,3481,True,True,
,Natalia ISD,TX,Medina County,,,boardbook,688,True,True,
,Navarro Independent School District,TX,Guadalupe County,,,boardbook,1383,True,True,
,Navasota ISD,TX,Grimes County,,,boardbook,1869,True,True,
,Naytahwaush Community Charter School,MN,Mahnomen County,,,boardbook,1830,True,True,
,NDSBA Test Member School DISTRICT,,,,,boardbook,2810,True,True,
,Neah-Kah-Nie School District No. 56,OR,Tillamook County,,,boardbook,1560,True,True,
,Neches ISD,TX,Anderson County,,,boardbook,2253,True,True,
,Nederland Independent School District,TX,Jefferson County,,,boardbook,932,True,True,
,Needville ISD,TX,Fort Bend County,,,boardbook,1347,True,True,
,Negaunee Public Schools,MI,Marquette County,,,boardbook,1621,True,True,
,Neoga Community Unit School District #3,IL,Cumberland County,,,boardbook,1279,True,True,
,Nevis Public Schools - ISD 308,MN,Hubbard County,,,boardbook,1693,True,True,
,New Auburn School District,WI,Barron County,,,boardbook,4092,True,True,
,New Berlin CUSD # 16,IL,Sangamon County,,,boardbook,2004,False,False,
,New Boston ISD,TX,Bowie County,,,boardbook,1126,True,True,
,New Braunfels ISD,TX,Guadalupe County,,,boardbook,1512,True,True,
,New Buffalo Area Schools,MI,Berrien County,,,boardbook,1056,True,True,
,New Caney Independent School District,TX,Montgomery County,,,boardbook,2256,True,True,
,New Deal ISD,TX,Lubbock County,,,boardbook,2798,True,True,
,New Diana ISD,TX,Upshur County,,,boardbook,872,True,True,
,New Town Public Schools,ND,Mountrail County,,,boardbook,2755,True,True,
,New Waverly ISD,TX,Walker County,,,boardbook,883,True,True,
,Newcastle Independent School District,TX,Young County,,,boardbook,3234,True,True,
,Newport School District,WA,Pend Oreille County,,,boardbook,2076,True,True,
,Newton ISD,TX,Newton County,,,boardbook,1888,True,True,
,Newtown Public School District,CT,Western Connecticut Planning Region,,,boardbook,2787,True,True,
,Nicollet Public Schools,MN,Nicollet County,,,boardbook,1842,True,True,
,Niles Community Schools,MI,Berrien County,,,boardbook,1659,True,True,
,Niles Township District for Special Education #807,IL,Cook County,,,boardbook,2698,False,False,
,Niles-Maine District Library,IL,Cook County,,,boardbook,1293,False,False,
,Nippersink School District 2,IL,McHenry County,,,boardbook,1423,True,True,
,Nixon-Smiley CISD,TX,Gonzales County,,,boardbook,650,True,True,
,Nocona Independent School District,TX,Montague County,,,boardbook,2117,True,True,
,Nome Public Schools,AK,Nome Census Area,,,boardbook,1867,True,True,
,Nordheim ISD,TX,DeWitt County,,,boardbook,2206,True,True,
,Normangee ISD,TX,Leon County,,,boardbook,776,True,True,
,Norridge School District 80,IL,Cook County,,,boardbook,1242,True,True,
,North Bend School District #13,OR,Coos County,,,boardbook,1573,True,True,
,North Boone CUSD 200,IL,Boone County,,,boardbook,4093,False,False,
,North Branch Area Public Schools,MN,Chisago County,,,boardbook,1686,True,True,
,North Clackamas School District,OR,Clackamas County,,,boardbook,1564,True,True,
,North Crawford School District,WI,Crawford County,,,boardbook,2150,True,True,
,North DuPage Special Education Cooperative,IL,DuPage County,,,boardbook,1336,False,False,
,North East Independent School District,TX,Bexar County,,,boardbook,1897,True,True,
,North Hopkins ISD,TX,Hopkins County,,,boardbook,2304,True,True,
,North Lamar ISD,TX,Lamar County,,,boardbook,1049,True,True,
,North Sanpete School District,UT,Sanpete County,,,boardbook,3600,True,True,
,North Santiam School District 29J,OR,Marion County,,,boardbook,1548,True,True,
,North Shore School District 112,IL,Lake County,,,boardbook,2398,True,True,
,North Slope Borough School District,AK,North Slope Borough,,,boardbook,1316,True,True,
,North Wasco County School District 21,OR,Wasco County,,,boardbook,1556,True,True,
,North Zulch ISD,TX,Madison County,,,boardbook,797,True,True,
,Northbrook District 28,IL,Cook County,,,boardbook,1190,False,False,
,Northeast Metro 916,MN,Ramsey County,,,boardbook,2488,False,False,
,Northeast Texas Community College,TX,Titus County,,,boardbook,1917,False,False,
,Northeast USD 246,KS,,,,boardbook,2627,True,True,"live but NOT in the public BoardBook directory (probe sweep 2026-07-20, matched against the validated research list)"
,Northern Area Local Workforce Development Board,NM,Santa Fe County,,,boardbook,779,False,False,
,Northern Valley USD 212,KS,,,,boardbook,2261,True,True,"live but NOT in the public BoardBook directory (probe sweep 2026-07-20, matched against the validated research list)"
,Northland Community Schools - ISD 118,MN,Cass County,,,boardbook,1430,True,True,
,Northland Pines School District,WI,Vilas County,,,boardbook,3982,True,True,
,Northside ISD,TX,Wilbarger County,,,boardbook,2695,True,True,
,Northville Public Schools,MI,Wayne County,,,boardbook,1326,True,True,
,Northwest Arctic Borough School District,AK,Northwest Arctic Borough,,,boardbook,1035,True,True,
,Northwest Education Services,MI,Grand Traverse County,,,boardbook,2486,False,False,
,Northwest Independent School District,TX,Denton County,,,boardbook,1405,True,True,
,Northwestern Illinois Association,IL,Ogle County,,,boardbook,1342,False,False,
,Nova Classical Academy,MN,Ramsey County,,,boardbook,1695,True,True,
,Novi Community School District,MI,Oakland County,,,boardbook,2699,True,True,
,Nueces County Hospital District,TX,Nueces County,,,boardbook,1886,False,False,
,Nye County School District,NV,Nye County,,,boardbook,1025,True,True,
,O'Donnell ISD,TX,Lynn County,,,boardbook,2081,True,True,
,Oak Grove School District 68,IL,Lake County,,,boardbook,1240,True,True,
,Oak Park ESD 97,IL,Cook County,,,boardbook,1477,True,True,
,Oak Park Schools,MI,Oakland County,,,boardbook,1012,True,True,
,Oakland Township,MI,Oakland County,,,boardbook,2002,False,False,
,Odessa College,TX,Ector County,,,boardbook,2234,False,False,
,Office of Coordinated Support and Service,AR,Pulaski County,,,boardbook,3344,False,False,
,Ogden City School District,UT,Weber County,,,boardbook,752,True,True,
,Okemos Public Schools,MI,Ingham County,,,boardbook,2515,True,True,
,Olton ISD,TX,Lamb County,,,boardbook,962,True,True,
,Olympia CUSD 16,IL,McLean County,,,boardbook,1245,False,False,
,Onaga-Havensville-Wheaton USD 322,KS,,,,boardbook,2706,True,True,"live but NOT in the public BoardBook directory (probe sweep 2026-07-20, matched against the validated research list)"
,Onalaska Independent School District,TX,Polk County,,,boardbook,1005,True,True,
,Online Only,OR,Umatilla County,,,boardbook,2588,False,False,
,Ontario School District 8C,OR,Malheur County,,,boardbook,1188,True,True,
,Orange Grove ISD,TX,Jim Wells County,,,boardbook,2329,True,True,
,Orangefield Independent School District,TX,Orange County,,,boardbook,2091,True,True,
,Ore City ISD,TX,Upshur County,,,boardbook,1878,True,True,
,Oregon State Board of Education,OR,Marion County,,,boardbook,2146,False,False,
,Oregon Trail School District #46,OR,Clackamas County,,,boardbook,1571,True,True,
,Orion Township,MI,Oakland County,,,boardbook,1374,False,False,
,Orono Public Schools,MN,Hennepin County,,,boardbook,1828,True,True,
,Osawatomie USD 367,KS,,,,boardbook,2595,True,True,"live but NOT in the public BoardBook directory (probe sweep 2026-07-20, matched against the validated research list)"
,Osseo Area Schools,MN,Hennepin County,,,boardbook,2519,True,True,
,Oswego Public Library District,IL,Kendall County,,,boardbook,2043,False,False,
,Otsego Public Schools,MI,Allegan County,,,boardbook,1652,True,True,
,Ottawa Area Intermediate School District,MI,Ottawa County,,,boardbook,969,True,True,
,Overton ISD,TX,Rusk County,,,boardbook,1967,True,True,
,Oxford Community Schools,MI,Oakland County,,,boardbook,1339,True,True,
,Oxford USD 358,KS,,,,boardbook,3088,True,True,"live but NOT in the public BoardBook directory (probe sweep 2026-07-20, matched against the validated research list)"
,PACT Charter School,MN,Anoka County,,,boardbook,3243,True,True,
,Paducah ISD,TX,Cottle County,,,boardbook,2187,True,True,
,Palacios Independent School District,TX,Matagorda County,,,boardbook,1210,True,True,
,Palestine ISD,TX,Anderson County,,,boardbook,1246,True,True,
,Palmer Independent School District,TX,Ellis County,,,boardbook,683,True,True,
,Palos Heights School District #128,IL,Cook County,,,boardbook,2434,True,True,
,Palos School District 118,IL,Cook County,,,boardbook,3362,True,True,
,Pampa Independent School District,TX,Gray County,,,boardbook,2186,True,True,
,Pana CUSD #8,IL,Christian County,,,boardbook,1756,False,False,
,Panhandle ISD,TX,Carson County,,,boardbook,967,True,True,
,Panola College,TX,Panola County,,,boardbook,1189,False,False,
,Paradise ISD,TX,Wise County,,,boardbook,2289,True,True,
,Paris ISD,TX,Lamar County,,,boardbook,687,True,True,
,Paris Junior College,TX,Lamar County,,,boardbook,1225,False,False,
,Parkersburg Utility Board,WV,Wood County,,,boardbook,1929,False,False,
,Parkrose School District 3,OR,Multnomah County,,,boardbook,1541,True,True,
,Parkview School District,WI,Rock County,,,boardbook,1925,True,True,
,Parshall School District #3,ND,Mountrail County,,,boardbook,2216,True,True,
,Pasadena Independent School District,TX,Harris County,,,boardbook,1894,True,True,
,Paw Paw CUSD #271,IL,Lee County,,,boardbook,1977,False,False,
,Paw Paw Public Schools,MI,Van Buren County,,,boardbook,1661,True,True,
,Pawnee ISD,TX,Bee County,,,boardbook,1961,True,True,
,Pearl River Community College,MS,Pearl River County,,,boardbook,2531,False,False,
,Pearsall ISD,TX,Frio County,,,boardbook,632,True,True,
,Peaster ISD,TX,Parker County,,,boardbook,2318,True,True,
,Peck Community Schools,MI,Sanilac County,,,boardbook,1656,True,True,
,Pecos-Barstow-Toyah ISD,TX,Reeves County,,,boardbook,1877,True,True,
,Pekin Community High School District No. 303,IL,Tazewell County,,,boardbook,1595,True,True,
,Pendleton School District 16R,OR,Umatilla County,,,boardbook,1559,True,True,
,Pennfield Schools,MI,Calhoun County,,,boardbook,2568,True,True,
,Pennoyer School District #79,IL,Cook County,,,boardbook,1278,True,True,
,Perryton Independent School District,TX,Ochiltree County,,,boardbook,689,True,True,
,Petersburg ISD,TX,Hale County,,,boardbook,2344,True,True,
,Petersburg School District,AK,Petersburg Borough,,,boardbook,1532,True,True,
,Petrolia CISD,TX,Clay County,,,boardbook,708,True,True,
,Pettus Independent School District,TX,Bee County,,,boardbook,1859,True,True,
,Pewitt CISD,TX,Morris County,,,boardbook,654,True,True,
,Pharr-San Juan-Alamo ISD,TX,Hidalgo County,,,boardbook,2163,True,True,
,Phoenix-Talent Schools,OR,Jackson County,,,boardbook,2579,True,True,
,Pickford Public Schools,MI,Chippewa County,,,boardbook,2808,True,True,
,Pillager School District #116,MN,Cass County,,,boardbook,2530,True,True,
,Pilot Point Independent School District,TX,Denton County,,,boardbook,2105,True,True,
,Pinckney Community Schools,MI,Livingston County,,,boardbook,2564,True,True,
,Pinconning Area Schools,MI,Bay County,,,boardbook,3914,True,True,
,Pine River Area Schools,MI,Osceola County,,,boardbook,1424,True,True,
,Pine River-Backus Schools,MN,Cass County,,,boardbook,2584,True,True,
,Pine Tree Independent School District,TX,Gregg County,,,boardbook,790,True,True,
,Pineywoods Community Academy,TX,Angelina County,,,boardbook,3043,True,True,
,Pipestone Area Schools,MN,Pipestone County,,,boardbook,1058,True,True,
,Pittsburg ISD,TX,Camp County,,,boardbook,1450,True,True,
,Plains Independent School District,TX,Yoakum County,,,boardbook,823,True,True,
,Plainview ISD,TX,Hale County,,,boardbook,1882,True,True,
,Pleasant Grove Independent School District,TX,Bowie County,,,boardbook,841,True,True,
,Pleasant Plains Community Unit District 8,IL,Sangamon County,,,boardbook,1789,False,False,
,Pleasant Valley School District # 62,IL,Peoria County,,,boardbook,764,True,True,
,Pleasantdale School District 107,IL,Cook County,,,boardbook,1289,True,True,
,PLEASANTON INDEPENDENT SCHOOL DISTRICT,TX,Atascosa County,,,boardbook,1980,True,True,
,Pleasanton USD 344,KS,,,,boardbook,3265,True,True,"live but NOT in the public BoardBook directory (probe sweep 2026-07-20, matched against the validated research list)"
,Plemons-Stinnett-Phillips CISD,TX,Hutchinson County,,,boardbook,1002,True,True,
,Point Isabel ISD,TX,Cameron County,,,boardbook,3304,True,True,
,Ponder Independent School District,TX,Denton County,,,boardbook,2363,True,True,
,Pontiac School District,MI,Oakland County,,,boardbook,1112,True,True,
,Pope County,MN,Pope County,,,boardbook,2342,False,False,
